"Year","Age","Sex","Characteristics","Salmonella infections [A01-A02]","Shigellosis and amoebiasis [A03, A06]","Tuberculosis [A16-A19]","Whooping cough [A37]","Scarlet fever and erysipelas [A38, A46]","Meningococcal infection [A39]","Sepsis [A40-A41]","Syphilis [A50-A53]","Acute poliomyelitis [A80]","Arthropod-borne viral encephalitis [A83-A84, A85.2]","Measles [B05]","Viral hepatitis [B15-B19]","Human immunodeficiency virus [HIV] disease [B20-B24]","Malaria [B50-B54]","Malignant neoplasms [C00-C97]","In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behaviour [D00-D48]","Anaemias [D50-D64]","Diabetes mellitus [E10-E14]","Nutritional deficiencies [E40-E64]","Meningitis [G00, G03]","Parkinson's disease [G20-G21]","Alzheimer's disease [G30]","Diseases of heart [I00-I09, I11, I13, I20-I51]","Essential hypertension and hypertensive renal disease [I10, I12, I15]","Cerebrovascular diseases [I60-I69]","Atherosclerosis [I70]","Aortic aneurysm and dissection [I71]","Influenza and pneumonia [J09-J18]","Acute bronchitis and bronchiolitis [J20-J21]","Chronic lower respiratory diseases [J40-J47]","Pneumoconioses and chemical effects [J60-J66, J68]","Pneumonitis due to solids and liquids [J69]","Peptic ulcer [K25-K28]","Diseases of appendix [K35-K38]","Hernia [K40-K46]","Chronic liver disease and cirrhosis [K70, K73-K74]","Cholelithiasis and other disorders of gallbladder [K80-K82]","Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]","Infections of kidney [N10-N12, N13.6, N15.1]","Hyperplasia of prostate [N40]","Inflammatory diseases of female pelvic organs [N70-N76]","Pregnancy, childbirth and the puerperium [O00-O99]","Certain conditions originating in the perinatal period [P00-P96]","Congenital malformations, deformations and chromosomal abnormalities [Q00-Q99]","Accidents (unintentional injuries) [V01-X59, Y85-Y86]","Intentional self-harm (suicide) [X60-X84, Y87.0]","Assault (homicide) [X85-Y09, Y87.1]","Legal intervention [Y35, Y89.0]","Operations of war and their sequelae [Y36, Y89.1]","Complications of medical and surgical care [Y40-Y84, Y88]","Other causes of death"
2010,"80 to 84 years","Females","Rank of leading causes of death",35,35,26,35,35,35,11,33,35,35,35,23,35,35,1,15,18,6,22,29,10,5,2,13,3,17,14,8,33,4,35,12,20,29,20,16,19,9,27,0,31,35,35,25,7,27,31,35,35,24,0
2010,"85 and over","Both sexes","Number of deaths",3,0,15,0,0,2,855,1,0,0,0,13,0,0,12838,490,242,2238,123,5,847,4190,20536,931,6444,448,465,2874,30,3846,30,1004,115,16,122,138,173,1826,65,55,5,0,0,25,3102,70,8,0,1,46,16752
2010,"85 and over","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,15.9,0.6,0.3,2.8,0.2,0,1,5.2,25.4,1.1,8,0.6,0.6,3.5,0,4.7,0,1.2,0.1,0,0.2,0.2,0.2,2.3,0.1,0.1,0,0,0,0,3.8,0.1,0,0,0,0.1,20.7
2010,"85 and over","Both sexes","Age-specific mortality rate per 100,000 population",0.5,0,2.3,0,0,0.3,131.5,0.2,0,0,0,2,0,0,1975,75.4,37.2,344.3,18.9,0.8,130.3,644.6,3159.3,143.2,991.4,68.9,71.5,442.1,4.6,591.7,4.6,154.5,17.7,2.5,18.8,21.2,26.6,280.9,10,8.5,0.8,0,0,3.8,477.2,10.8,1.2,0,0.2,7.1,2577.2
2010,"85 and over","Both sexes","Rank of leading causes of death",36,40,31,40,40,37,12,38,40,40,40,32,40,40,2,14,17,8,20,34,13,4,1,11,3,16,15,7,27,5,27,10,22,30,21,19,18,9,24,25,34,40,40,29,6,23,33,40,38,26,0
2010,"85 and over","Males","Number of deaths",1,0,7,0,0,0,335,1,0,0,0,7,0,0,5773,199,80,869,38,1,423,1028,7531,244,1915,128,236,1109,8,1807,28,507,43,2,43,76,60,720,13,55,0,0,0,12,1125,51,4,0,1,21,5068
2010,"85 and over","Males","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,19.5,0.7,0.3,2.9,0.1,0,1.4,3.5,25.5,0.8,6.5,0.4,0.8,3.8,0,6.1,0.1,1.7,0.1,0,0.1,0.3,0.2,2.4,0,0.2,0,0,0,0,3.8,0.2,0,0,0,0.1,17.1
2010,"85 and over","Males","Age-specific mortality rate per 100,000 population",0.5,0,3.3,0,0,0,157.8,0.5,0,0,0,3.3,0,0,2718.7,93.7,37.7,409.2,17.9,0.5,199.2,484.1,3546.7,114.9,901.9,60.3,111.1,522.3,3.8,851,13.2,238.8,20.3,0.9,20.3,35.8,28.3,339.1,6.1,25.9,0,0,0,5.7,529.8,24,1.9,0,0.5,9.9,2386.7
2010,"85 and over","Males","Rank of leading causes of death",34,38,30,38,38,38,12,34,38,38,38,30,38,38,2,15,17,8,24,34,11,7,1,13,3,16,14,6,29,4,25,10,22,33,22,18,19,9,27,20,0,0,38,28,5,21,32,38,34,26,0
2010,"85 and over","Females","Number of deaths",2,0,8,0,0,2,520,0,0,0,0,6,0,0,7065,291,162,1369,85,4,424,3162,13005,687,4529,320,229,1765,22,2039,2,497,72,14,79,62,113,1106,52,0,5,0,0,13,1977,19,4,0,0,25,11684
2010,"85 and over","Females","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.7,0.6,0.3,2.7,0.2,0,0.8,6.1,25.3,1.3,8.8,0.6,0.4,3.4,0,4,0,1,0.1,0,0.2,0.1,0.2,2.2,0.1,0,0,0,0,0,3.8,0,0,0,0,0,22.7
2010,"85 and over","Females","Age-specific mortality rate per 100,000 population",0.5,0,1.8,0,0,0.5,118.8,0,0,0,0,1.4,0,0,1614.2,66.5,37,312.8,19.4,0.9,96.9,722.5,2971.4,157,1034.8,73.1,52.3,403.3,5,465.9,0.5,113.6,16.5,3.2,18,14.2,25.8,252.7,11.9,0,1.1,0,0,3,451.7,4.3,0.9,0,0,5.7,2669.5
2010,"85 and over","Females","Rank of leading causes of death",34,37,29,37,37,34,11,37,37,37,37,30,37,37,2,15,17,8,19,32,13,4,1,10,3,14,16,7,25,5,34,12,21,27,20,22,18,9,23,0,31,37,37,28,6,26,32,37,37,24,0
2010,"85 to 89 years","Both sexes","Number of deaths",1,0,12,0,0,1,461,0,0,0,0,9,0,0,8183,276,97,1290,46,3,514,1883,9606,389,3064,178,289,1157,9,2124,22,448,61,10,62,106,74,893,23,32,3,0,0,16,1410,51,5,0,1,24,7397
2010,"85 to 89 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,20.3,0.7,0.2,3.2,0.1,0,1.3,4.7,23.9,1,7.6,0.4,0.7,2.9,0,5.3,0.1,1.1,0.2,0,0.2,0.3,0.2,2.2,0.1,0.1,0,0,0,0,3.5,0.1,0,0,0,0.1,18.4
2010,"85 to 89 years","Both sexes","Age-specific mortality rate per 100,000 population",0.2,0,2.8,0,0,0.2,107.3,0,0,0,0,2.1,0,0,1904.9,64.2,22.6,300.3,10.7,0.7,119.7,438.3,2236.1,90.6,713.2,41.4,67.3,269.3,2.1,494.4,5.1,104.3,14.2,2.3,14.4,24.7,17.2,207.9,5.4,7.4,0.7,0,0,3.7,328.2,11.9,1.2,0,0.2,5.6,1721.9
2010,"85 to 89 years","Both sexes","Rank of leading causes of death",36,39,29,39,39,36,11,39,39,39,39,31,39,39,2,15,18,7,23,34,10,5,1,13,3,16,14,8,31,4,27,12,21,30,20,17,19,9,26,24,34,39,39,28,6,22,33,39,36,25,0
2010,"85 to 89 years","Males","Number of deaths",0,0,5,0,0,0,199,0,0,0,0,4,0,0,3947,130,38,550,14,0,277,569,4155,135,1095,59,155,532,2,1064,20,252,25,2,25,60,27,400,7,32,0,0,0,8,616,37,2,0,1,14,2767
2010,"85 to 89 years","Males","Percentage of deaths",0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,22.9,0.8,0.2,3.2,0.1,0,1.6,3.3,24.1,0.8,6.4,0.3,0.9,3.1,0,6.2,0.1,1.5,0.1,0,0.1,0.3,0.2,2.3,0,0.2,0,0,0,0,3.6,0.2,0,0,0,0.1,16.1
2010,"85 to 89 years","Males","Age-specific mortality rate per 100,000 population",0,0,3.3,0,0,0,130.8,0,0,0,0,2.6,0,0,2595.2,85.5,25,361.6,9.2,0,182.1,374.1,2731.9,88.8,720,38.8,101.9,349.8,1.3,699.6,13.2,165.7,16.4,1.3,16.4,39.5,17.8,263,4.6,21,0,0,0,5.3,405,24.3,1.3,0,0.7,9.2,1819.3
2010,"85 to 89 years","Males","Rank of leading causes of death",35,35,29,35,35,35,12,35,35,35,35,30,35,35,2,15,18,7,25,35,10,6,1,14,3,17,13,8,31,4,24,11,22,31,22,16,21,9,28,20,0,0,35,27,5,19,31,35,34,25,0
2010,"85 to 89 years","Females","Number of deaths",1,0,7,0,0,1,262,0,0,0,0,5,0,0,4236,146,59,740,32,3,237,1314,5451,254,1969,119,134,625,7,1060,2,196,36,8,37,46,47,493,16,0,3,0,0,8,794,14,3,0,0,10,4630
2010,"85 to 89 years","Females","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,18.4,0.6,0.3,3.2,0.1,0,1,5.7,23.7,1.1,8.6,0.5,0.6,2.7,0,4.6,0,0.9,0.2,0,0.2,0.2,0.2,2.1,0.1,0,0,0,0,0,3.5,0.1,0,0,0,0,20.1
2010,"85 to 89 years","Females","Age-specific mortality rate per 100,000 population",0.4,0,2.5,0,0,0.4,94.4,0,0,0,0,1.8,0,0,1526.5,52.6,21.3,266.7,11.5,1.1,85.4,473.5,1964.4,91.5,709.6,42.9,48.3,225.2,2.5,382,0.7,70.6,13,2.9,13.3,16.6,16.9,177.7,5.8,0,1.1,0,0,2.9,286.1,5,1.1,0,0,3.6,1668.5
2010,"85 to 89 years","Females","Rank of leading causes of death",35,37,28,37,37,35,10,37,37,37,37,30,37,37,2,14,17,7,22,31,12,4,1,11,3,16,15,8,28,5,34,13,21,26,20,19,18,9,23,0,31,37,37,26,6,24,31,37,37,25,0
2010,"90 years and over","Both sexes","Number of deaths",2,0,3,0,0,1,394,1,0,0,0,4,0,0,4655,214,145,948,77,2,333,2307,10930,542,3380,270,176,1717,21,1722,8,556,54,6,60,32,99,933,42,23,2,0,0,9,1692,19,3,0,0,22,9355
2010,"90 years and over","Both sexes","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.4,0.5,0.4,2.3,0.2,0,0.8,5.7,26.8,1.3,8.3,0.7,0.4,4.2,0.1,4.2,0,1.4,0.1,0,0.1,0.1,0.2,2.3,0.1,0.1,0,0,0,0,4.2,0,0,0,0,0.1,23
2010,"90 years and over","Both sexes","Age-specific mortality rate per 100,000 population",0.9,0,1.4,0,0,0.5,178.7,0.5,0,0,0,1.8,0,0,2111.7,97.1,65.8,430.1,34.9,0.9,151.1,1046.6,4958.4,245.9,1533.3,122.5,79.8,778.9,9.5,781.2,3.6,252.2,24.5,2.7,27.2,14.5,44.9,423.3,19.1,10.4,0.9,0,0,4.1,767.6,8.6,1.4,0,0,10,4243.9
2010,"90 years and over","Both sexes","Rank of leading causes of death",34,39,32,39,39,37,12,37,39,39,39,31,39,39,2,15,17,8,19,34,13,4,1,11,3,14,16,6,26,5,29,10,21,30,20,23,18,9,22,24,34,39,39,28,7,27,32,39,39,25,0
2010,"90 years and over","Males","Number of deaths",1,0,2,0,0,0,136,1,0,0,0,3,0,0,1826,69,42,319,24,1,146,459,3376,109,820,69,81,577,6,743,8,255,18,0,18,16,33,320,6,23,0,0,0,4,509,14,2,0,0,7,2301
2010,"90 years and over","Males","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,14.8,0.6,0.3,2.6,0.2,0,1.2,3.7,27.3,0.9,6.6,0.6,0.7,4.7,0,6,0.1,2.1,0.1,0,0.1,0.1,0.3,2.6,0,0.2,0,0,0,0,4.1,0.1,0,0,0,0.1,18.6
2010,"90 years and over","Males","Age-specific mortality rate per 100,000 population",1.7,0,3.3,0,0,0,225.7,1.7,0,0,0,5,0,0,3030.7,114.5,69.7,529.5,39.8,1.7,242.3,761.8,5603.3,180.9,1361,114.5,134.4,957.7,10,1233.2,13.3,423.2,29.9,0,29.9,26.6,54.8,531.1,10,38.2,0,0,0,6.6,844.8,23.2,3.3,0,0,11.6,3819.1
2010,"90 years and over","Males","Rank of leading causes of death",33,36,31,36,36,36,12,33,36,36,36,30,36,36,2,15,17,9,19,33,11,7,1,13,3,15,14,5,27,4,25,10,21,36,21,23,18,8,27,20,0,0,36,29,6,24,31,36,36,26,0
2010,"90 years and over","Females","Number of deaths",1,0,1,0,0,1,258,0,0,0,0,1,0,0,2829,145,103,629,53,1,187,1848,7554,433,2560,201,95,1140,15,979,0,301,36,6,42,16,66,613,36,0,2,0,0,5,1183,5,1,0,0,15,7054
2010,"90 years and over","Females","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,10,0.5,0.4,2.2,0.2,0,0.7,6.5,26.6,1.5,9,0.7,0.3,4,0.1,3.4,0,1.1,0.1,0,0.1,0.1,0.2,2.2,0.1,0,0,0,0,0,4.2,0,0,0,0,0.1,24.8
2010,"90 years and over","Females","Age-specific mortality rate per 100,000 population",0.6,0,0.6,0,0,0.6,161.1,0,0,0,0,0.6,0,0,1766.1,90.5,64.3,392.7,33.1,0.6,116.7,1153.7,4715.8,270.3,1598.2,125.5,59.3,711.7,9.4,611.2,0,187.9,22.5,3.7,26.2,10,41.2,382.7,22.5,0,1.2,0,0,3.1,738.5,3.1,0.6,0,0,9.4,4403.7
2010,"90 years and over","Females","Rank of leading causes of death",30,36,30,36,36,30,12,36,36,36,36,30,36,36,2,15,16,8,19,30,14,4,1,10,3,13,17,6,24,7,36,11,21,26,20,23,18,9,21,0,29,36,36,27,5,27,30,36,36,24,0
2011,"All ages","Both sexes","Number of deaths",5,0,76,3,0,10,2465,4,0,1,0,465,306,1,72736,1436,541,7255,243,58,2019,6377,47911,1613,13332,766,1487,5787,47,11243,103,2009,395,38,345,2855,385,3297,120,117,15,18,1093,903,10961,3896,545,23,0,175,40031
2011,"All ages","Both sexes","Percentage of deaths",0,0,0,0,0,0,1,0,0,0,0,0.2,0.1,0,29.9,0.6,0.2,3,0.1,0,0.8,2.6,19.7,0.7,5.5,0.3,0.6,2.4,0,4.6,0,0.8,0.2,0,0.1,1.2,0.2,1.4,0,0,0,0,0.4,0.4,4.5,1.6,0.2,0,0,0.1,16.4
2011,"All ages","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,7.1,0,0,0,0,1.3,0.9,0,210.9,4.2,1.6,21,0.7,0.2,5.9,18.5,138.9,4.7,38.7,2.2,4.3,16.8,0.1,32.6,0.3,5.8,1.1,0.1,1,8.3,1.1,9.6,0.3,0.3,0,0.1,3.2,2.6,31.8,11.3,1.6,0.1,0,0.5,116.1
2011,"All ages","Both sexes","Rank of leading causes of death",41,46,33,43,46,40,12,42,46,44,46,23,27,44,1,17,22,6,28,34,13,7,2,15,3,20,16,8,35,4,32,14,24,36,26,11,25,10,30,31,39,38,18,19,5,9,21,37,46,29,0
2011,"All ages","Males","Number of deaths",3,0,49,2,0,5,1133,4,0,0,0,318,231,1,38142,731,217,3871,93,27,1168,1979,25236,628,5527,327,932,2637,13,5602,95,1059,206,28,148,1843,171,1648,44,117,0,0,622,483,6433,2910,380,23,0,81,17084
2011,"All ages","Males","Percentage of deaths",0,0,0,0,0,0,0.9,0,0,0,0,0.3,0.2,0,31.2,0.6,0.2,3.2,0.1,0,1,1.6,20.6,0.5,4.5,0.3,0.8,2.2,0,4.6,0.1,0.9,0.2,0,0.1,1.5,0.1,1.3,0,0.1,0,0,0.5,0.4,5.3,2.4,0.3,0,0,0.1,14
2011,"All ages","Males","Age-specific mortality rate per 100,000 population",0,0,0.3,0,0,0,6.6,0,0,0,0,1.9,1.4,0,223,4.3,1.3,22.6,0.5,0.2,6.8,11.6,147.5,3.7,32.3,1.9,5.4,15.4,0.1,32.7,0.6,6.2,1.2,0.2,0.9,10.8,1,9.6,0.3,0.7,0,0,3.6,2.8,37.6,17,2.2,0.1,0,0.5,99.9
2011,"All ages","Males","Rank of leading causes of death",40,43,32,41,43,38,13,39,43,43,43,22,23,42,1,16,24,6,30,35,12,9,2,17,5,21,15,8,37,4,29,14,25,34,27,10,26,11,33,28,0,0,18,19,3,7,20,36,43,31,0
2011,"All ages","Females","Number of deaths",2,0,27,1,0,5,1332,0,0,1,0,147,75,0,34594,705,324,3384,150,31,851,4398,22675,985,7805,439,555,3150,34,5641,8,950,189,10,197,1012,214,1649,76,0,15,18,471,420,4528,986,165,0,0,94,22947
2011,"All ages","Females","Percentage of deaths",0,0,0,0,0,0,1.1,0,0,0,0,0.1,0.1,0,28.5,0.6,0.3,2.8,0.1,0,0.7,3.6,18.7,0.8,6.4,0.4,0.5,2.6,0,4.7,0,0.8,0.2,0,0.2,0.8,0.2,1.4,0.1,0,0,0,0.4,0.3,3.7,0.8,0.1,0,0,0.1,18.9
2011,"All ages","Females","Age-specific mortality rate per 100,000 population",0,0,0.2,0,0,0,7.7,0,0,0,0,0.8,0.4,0,199.1,4.1,1.9,19.5,0.9,0.2,4.9,25.3,130.5,5.7,44.9,2.5,3.2,18.1,0.2,32.5,0,5.5,1.1,0.1,1.1,5.8,1.2,9.5,0.4,0,0.1,0.1,2.7,2.4,26.1,5.7,0.9,0,0,0.5,132.1
2011,"All ages","Females","Rank of leading causes of death",39,42,33,40,42,38,10,42,42,40,42,27,30,42,1,16,21,7,26,32,15,6,2,13,3,19,17,8,31,4,37,14,24,36,23,11,22,9,29,0,35,34,18,20,5,12,25,42,42,28,0
2011,"1 to 14 years","Both sexes","Number of deaths",0,0,0,0,0,4,13,0,0,0,0,0,0,0,107,5,3,1,0,4,0,0,15,0,9,0,0,14,1,7,0,1,0,0,1,0,0,0,1,0,0,0,2,63,165,33,24,0,0,2,191
2011,"1 to 14 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.6,2,0,0,0,0,0,0,0,16.1,0.8,0.5,0.2,0,0.6,0,0,2.3,0,1.4,0,0,2.1,0.2,1.1,0,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0.3,9.5,24.8,5,3.6,0,0,0.3,28.7
2011,"1 to 14 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,2,0.1,0.1,0,0,0.1,0,0,0.3,0,0.2,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3.1,0.6,0.5,0,0,0,3.6
2011,"1 to 14 years","Both sexes","Rank of leading causes of death",22,22,22,22,22,12,8,22,22,22,22,22,22,22,2,11,14,17,22,12,22,22,6,22,9,22,22,7,17,10,22,17,22,22,17,22,22,22,17,22,22,22,15,3,1,4,5,22,22,15,0
2011,"1 to 14 years","Males","Number of deaths",0,0,0,0,0,3,4,0,0,0,0,0,0,0,63,3,2,1,0,1,0,0,7,0,6,0,0,7,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,33,112,15,14,0,0,0,108
2011,"1 to 14 years","Males","Percentage of deaths",0,0,0,0,0,0.8,1,0,0,0,0,0,0,0,16.5,0.8,0.5,0.3,0,0.3,0,0,1.8,0,1.6,0,0,1.8,0,0.5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,8.6,29.3,3.9,3.7,0,0,0,28.3
2011,"1 to 14 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,2.3,0.1,0.1,0,0,0,0,0,0.3,0,0.2,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.1,0.6,0.5,0,0,0,4
2011,"1 to 14 years","Males","Rank of leading causes of death",17,17,17,17,17,10,9,17,17,17,17,17,17,17,2,10,12,14,17,14,17,17,6,17,8,17,17,6,17,12,17,17,17,17,14,17,17,17,17,17,0,0,17,3,1,4,5,17,17,17,0
2011,"1 to 14 years","Females","Number of deaths",0,0,0,0,0,1,9,0,0,0,0,0,0,0,44,2,1,0,0,3,0,0,8,0,3,0,0,7,1,5,0,1,0,0,0,0,0,0,1,0,0,0,2,30,53,18,10,0,0,2,83
2011,"1 to 14 years","Females","Percentage of deaths",0,0,0,0,0,0.4,3.2,0,0,0,0,0,0,0,15.5,0.7,0.4,0,0,1.1,0,0,2.8,0,1.1,0,0,2.5,0.4,1.8,0,0.4,0,0,0,0,0,0,0.4,0,0,0,0.7,10.6,18.7,6.3,3.5,0,0,0.7,29.2
2011,"1 to 14 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,1.7,0.1,0,0,0,0.1,0,0,0.3,0,0.1,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.2,2.1,0.7,0.4,0,0,0.1,3.2
2011,"1 to 14 years","Females","Rank of leading causes of death",20,20,20,20,20,15,6,20,20,20,20,20,20,20,2,12,15,20,20,10,20,20,7,20,10,20,20,8,15,9,20,15,20,20,20,20,20,20,15,0,20,20,12,3,1,4,5,20,20,12,0
2011,"1 to 4 years","Both sexes","Number of deaths",0,0,0,0,0,2,4,0,0,0,0,0,0,0,26,2,0,0,0,3,0,0,7,0,5,0,0,10,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,30,60,0,12,0,0,1,98
2011,"1 to 4 years","Both sexes","Percentage of deaths",0,0,0,0,0,0.8,1.5,0,0,0,0,0,0,0,9.8,0.8,0,0,0,1.1,0,0,2.6,0,1.9,0,0,3.8,0.4,0.8,0,0,0,0,0.4,0,0,0,0,0,0,0,0.8,11.3,22.6,0,4.5,0,0,0.4,36.8
2011,"1 to 4 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,1.7,0.1,0,0,0,0.2,0,0,0.5,0,0.3,0,0,0.7,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,2,3.9,0,0.8,0,0,0.1,6.4
2011,"1 to 4 years","Both sexes","Rank of leading causes of death",17,17,17,17,17,10,8,17,17,17,17,17,17,17,3,10,17,17,17,9,17,17,6,17,7,17,17,5,14,10,17,17,17,17,14,17,17,17,17,17,17,17,10,2,1,17,4,17,17,14,0
2011,"1 to 4 years","Males","Number of deaths",0,0,0,0,0,1,2,0,0,0,0,0,0,0,16,1,0,0,0,1,0,0,3,0,4,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,38,0,7,0,0,0,58
2011,"1 to 4 years","Males","Percentage of deaths",0,0,0,0,0,0.6,1.3,0,0,0,0,0,0,0,10.3,0.6,0,0,0,0.6,0,0,1.9,0,2.6,0,0,3.9,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,10.3,24.5,0,4.5,0,0,0,37.4
2011,"1 to 4 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,2,0.1,0,0,0,0.1,0,0,0.4,0,0.5,0,0,0.8,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,2,4.8,0,0.9,0,0,0,7.4
2011,"1 to 4 years","Males","Rank of leading causes of death",14,14,14,14,14,9,8,14,14,14,14,14,14,14,2,9,14,14,14,9,14,14,7,14,6,14,14,5,14,9,14,14,14,14,9,14,14,14,14,14,0,0,14,2,1,14,4,14,14,14,0
2011,"1 to 4 years","Females","Number of deaths",0,0,0,0,0,1,2,0,0,0,0,0,0,0,10,1,0,0,0,2,0,0,4,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,14,22,0,5,0,0,1,40
2011,"1 to 4 years","Females","Percentage of deaths",0,0,0,0,0,0.9,1.8,0,0,0,0,0,0,0,9,0.9,0,0,0,1.8,0,0,3.6,0,0.9,0,0,3.6,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1.8,12.6,19.8,0,4.5,0,0,0.9,36
2011,"1 to 4 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0.1,0.3,0,0,0,0,0,0,0,1.3,0.1,0,0,0,0.3,0,0,0.5,0,0.1,0,0,0.5,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1.9,2.9,0,0.7,0,0,0.1,5.4
2011,"1 to 4 years","Females","Rank of leading causes of death",16,16,16,16,16,10,7,16,16,16,16,16,16,16,3,10,16,16,16,7,16,16,5,16,10,16,16,5,10,10,16,16,16,16,16,16,16,16,16,0,16,16,7,2,1,16,4,16,16,10,0
2011,"5 to 9 years","Both sexes","Number of deaths",0,0,0,0,0,0,5,0,0,0,0,0,0,0,40,3,2,0,0,0,0,0,4,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,44,2,7,0,0,1,38
2011,"5 to 9 years","Both sexes","Percentage of deaths",0,0,0,0,0,0,3,0,0,0,0,0,0,0,24,1.8,1.2,0,0,0,0,0,2.4,0,1.2,0,0,1.8,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,9,26.3,1.2,4.2,0,0,0.6,22.8
2011,"5 to 9 years","Both sexes","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,2.2,0.2,0.1,0,0,0,0,0,0.2,0,0.1,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.8,2.4,0.1,0.4,0,0,0.1,2.1
2011,"5 to 9 years","Both sexes","Rank of leading causes of death",14,14,14,14,14,14,5,14,14,14,14,14,14,14,2,7,9,14,14,14,14,14,6,14,9,14,14,7,14,14,14,12,14,14,14,14,14,14,14,14,14,14,14,3,1,9,4,14,14,12,0
2011,"5 to 9 years","Males","Number of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,1,4,0,0,0,20
2011,"5 to 9 years","Males","Percentage of deaths",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,2.2,2.2,0,0,0,0,0,2.2,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,29.3,1.1,4.3,0,0,0,21.7
2011,"5 to 9 years","Males","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0.2,0.2,0,0,0,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2.9,0.1,0.4,0,0,0,2.1
2011,"5 to 9 years","Males","Rank of leading causes of death",10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,5,5,10,10,10,10,10,5,10,10,10,10,8,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,3,1,8,4,10,10,10,0
2011,"5 to 9 years","Females","Number of deaths",0,0,0,0,0,0,5,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,17,1,3,0,0,1,18
2011,"5 to 9 years","Females","Percentage of deaths",0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,18.7,1.3,0,0,0,0,0,0,2.7,0,2.7,0,0,2.7,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,10.7,22.7,1.3,4,0,0,1.3,24
2011,"5 to 9 years","Females","Age-specific mortality rate per 100,000 population",0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,1.6,0.1,0,0,0,0,0,0,0.2,0,0.2,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.9,1.9,0.1,0.3,0,0,0.1,2
